About,Rating,Company,Reviews,Salaries,Interviews,Jobs,Benefits,Photos
Engineering & Construction | Gurugram +112 other locations,907.0,Egis India Consulting Engineers,907.0,2400.0,57.0,1.0,101.0,2.0
IT Services & Consulting | Mumbai +43 other locations,508.0,Nelito System,508.0,2400.0,31.0,31.0,41.0,
Software Product | Bengaluru +6 other locations,301.0,Citrix,301.0,2400.0,54.0,,34.0,11.0
Auto Components | Chennai +19 other locations,628.0,Sl Lumax,628.0,2400.0,30.0,2.0,88.0,
IT Services & Consulting | Bengaluru +9 other locations,792.0,Creative Synergies Group,792.0,2400.0,30.0,15.0,17.0,7.0
Software Product | Bengaluru +6 other locations,301.0,Citrix,301.0,2400.0,54.0,,34.0,11.0
Software Product | Chennai +3 other locations,206.0,Comcast India Engineering Center,206.0,2400.0,60.0,1.0,17.0,4.0
Oil & Gas | Chennai +42 other locations,945.0,Petrofac,945.0,2400.0,47.0,1.0,115.0,5.0
Software Product | Bengaluru +40 other locations,626.0,Vyapar,626.0,2400.0,81.0,132.0,38.0,5.0
Pharma | Mumbai +29 other locations,492.0,Encube Ethicals,492.0,2400.0,28.0,30.0,32.0,
Oil & Gas | Chennai +51 other locations,494.0,Think Gas Ludhiana,494.0,2400.0,51.0,2.0,31.0,2.0
Gaming | Hyderabad +7 other locations,270.0,Electronic Arts,270.0,2400.0,30.0,24.0,9.0,2.0
Engineering & Construction | Pune +2 other locations,361.0,Eaton India Innovation Center,361.0,2400.0,41.0,,41.0,
Ports & Shipping | Chennai +38 other locations,486.0,Mediterranean Shipping Company,486.0,2400.0,26.0,,29.0,1.0
Oil & Gas | Pune +21 other locations,462.0,Prodair Air Products,462.0,2400.0,29.0,,17.0,
Industrial Automation | Noida +24 other locations,527.0,Addverb Technologies,527.0,2400.0,88.0,13.0,29.0,7.0
Real Estate | Pune +67 other locations,869.0,Rohan Builders,869.0,2400.0,63.0,79.0,64.0,6.0
Industrial Machinery | Kolkata +85 other locations,650.0,Gainwell Commosales,650.0,2400.0,46.0,6.0,53.0,1.0
Power | Kolkata +42 other locations,649.0,Vikram Solar,649.0,2400.0,41.0,6.0,54.0,2.0
Industrial Machinery | New Delhi +76 other locations,1000.0,Ceasefire Industries,1000.0,2400.0,122.0,11.0,77.0,
IT Services & Consulting | Bengaluru +9 other locations,296.0,Impelsys,296.0,2400.0,33.0,37.0,24.0,
Software Product | Hyderabad +11 other locations,335.0,Darwinbox,335.0,2400.0,56.0,1.0,21.0,9.0
FinTech | Mumbai +98 other locations,742.0,Mswipe Technologies,742.0,2400.0,35.0,5.0,56.0,3.0
IT Services & Consulting | Bengaluru +9 other locations,296.0,Impelsys,296.0,2400.0,33.0,37.0,24.0,
Recruitment | Chennai +127 other locations,647.0,Talentpro,647.0,2400.0,34.0,19.0,50.0,
Waste Management | Indore +18 other locations,486.0,WM Universal Solutions Private Limited,486.0,2300.0,48.0,169.0,41.0,4.0
IT Services & Consulting | Mumbai +20 other locations,461.0,Anunta Technology Management Services,461.0,2300.0,39.0,4.0,28.0,10.0
Software Product | Gurugram +10 other locations,385.0,Grey Orange,385.0,2300.0,47.0,9.0,50.0,
Engineering & Construction | Hyderabad +71 other locations,952.0,KMV Projects Limited,952.0,2300.0,63.0,4.0,86.0,2.0
NBFC | Mumbai +175 other locations,823.0,Vastu Housing Finance,823.0,2300.0,57.0,25.0,146.0,10.0
Auto Components | Gurugram +28 other locations,534.0,Satyam Auto Components,534.0,2300.0,40.0,3.0,40.0,5.0
NBFC | Ahmedabad +145 other locations,920.0,MAS Financial Services Ltd,920.0,2300.0,56.0,49.0,42.0,23.0
Clinical Research | Bengaluru +11 other locations,335.0,Labcorp,335.0,2300.0,45.0,6.0,41.0,9.0
Internet | Chennai +9 other locations,429.0,Groupon,429.0,2300.0,46.0,,38.0,29.0
Logistics | Gurugram +40 other locations,566.0,DB Schenker,566.0,2300.0,26.0,,48.0,3.0
Software Product | Mumbai +10 other locations,488.0,Fynd,488.0,2300.0,75.0,14.0,27.0,235.0
FinTech | Bengaluru +6 other locations,161.0,Juspay Technologies,161.0,2300.0,90.0,,5.0,4.0
Accounting & Auditing | Gurugram +12 other locations,344.0,Kpmg Resource Centre,344.0,2300.0,27.0,,11.0,2.0
Real Estate | Bengaluru +18 other locations,384.0,Smartworks,384.0,2300.0,46.0,46.0,18.0,
IT Services & Consulting | Pune +41 other locations,532.0,OutworX,532.0,2300.0,35.0,4.0,14.0,20.0
Real Estate | Hyderabad +6 other locations,384.0,Berkadia,384.0,2300.0,32.0,1.0,37.0,10.0
Printing & Publishing | Mumbai +14 other locations,493.0,Knowledgeworks Global,493.0,2300.0,35.0,16.0,8.0,1.0
IT Services & Consulting | Chandigarh +11 other locations,346.0,TestingXperts,346.0,2300.0,57.0,1.0,26.0,21.0
Analytics & KPO | Bengaluru +10 other locations,497.0,LogixHealth,497.0,2300.0,21.0,12.0,36.0,
Industrial Machinery | Vapi +43 other locations,571.0,Western Refrigeration,571.0,2300.0,41.0,35.0,37.0,6.0
Education & Training | Mumbai +24 other locations,961.0,Jaro Education,961.0,2300.0,117.0,35.0,63.0,
Auto Components | Hyderabad +12 other locations,371.0,Satyam Venture Engineering Services,371.0,2300.0,25.0,43.0,22.0,
FinTech | Bengaluru +15 other locations,178.0,CRED,178.0,2300.0,44.0,,9.0,1.0
IT Services & Consulting | Chennai +9 other locations,404.0,eNoah iSolution,404.0,2300.0,33.0,18.0,21.0,
Retail | Kochi +40 other locations,473.0,LuLu Group International,473.0,2300.0,34.0,,32.0,2.0
IT Services & Consulting | Indore +22 other locations,364.0,RWS Group,364.0,2300.0,31.0,15.0,17.0,6.0
Engineering & Construction | Mumbai +11 other locations,399.0,Burns & McDonnell,399.0,2300.0,54.0,13.0,34.0,7.0
NBFC | Chennai +324 other locations,1100.0,Asirvad Microfinance,1100.0,2300.0,48.0,,63.0,16.0
IT Services & Consulting | Chennai +9 other locations,280.0,Chain-Sys,280.0,2300.0,23.0,,19.0,1.0
Healthcare | Guwahati +283 other locations,875.0,National Health Mission,875.0,2300.0,35.0,,52.0,1.0
IT Services & Consulting | Bengaluru +10 other locations,401.0,ClearTax,401.0,2300.0,50.0,37.0,19.0,10.0
Engineering & Construction | Bengaluru +18 other locations,545.0,Micron Electricals,545.0,2300.0,38.0,2.0,26.0,2.0
Banking | Bengaluru +45 other locations,401.0,Slice,401.0,2300.0,57.0,28.0,8.0,
Chemicals | Mumbai +16 other locations,476.0,Dow Chemical International Private Limited,476.0,2300.0,38.0,71.0,39.0,3.0
Software Product | Bengaluru +17 other locations,476.0,Prime Focus Technologies,476.0,2300.0,41.0,,54.0,2.0
IT Services & Consulting | Bengaluru +12 other locations,327.0,Robosoft Technologies,327.0,2300.0,45.0,38.0,16.0,71.0
IT Services & Consulting | Noida +12 other locations,373.0,Motherson Technology Services,373.0,2300.0,36.0,1.0,1.0,7.0
Electrical Equipment | Mumbai +58 other locations,549.0,Legrand,549.0,2300.0,29.0,,43.0,
Software Product | Bengaluru +5 other locations,280.0,FICO,280.0,2300.0,46.0,18.0,41.0,8.0
Oil & Gas | Ahmedabad +32 other locations,469.0,Torrent Gas,469.0,2300.0,57.0,,41.0,
EdTech | Bengaluru +7 other locations,268.0,Anthology,268.0,2300.0,26.0,,12.0,
Fashion & Textile | Dadra & Nagar Haveli +13 other locations,479.0,Bhilosa Industries,479.0,2300.0,38.0,1.0,24.0,3.0
IT Services & Consulting | Hyderabad +7 other locations,316.0,ATMECS Global,316.0,2300.0,37.0,4.0,24.0,
IT Services & Consulting | Chennai +16 other locations,266.0,Trimble,266.0,2300.0,34.0,54.0,28.0,12.0
Telecom | Sahibzada Ajit Singh Nagar +114 other locations,1400.0,Aerial Telecom Solutions,1400.0,2300.0,126.0,12.0,41.0,3.0
Real Estate | Gurugram +14 other locations,510.0,Signature Global,510.0,2300.0,45.0,13.0,24.0,
Industrial Machinery | Bengaluru +15 other locations,477.0,Nash Industries,477.0,2300.0,36.0,6.0,37.0,
Chemicals | Bharuch +27 other locations,479.0,Meghmani Organics,479.0,2300.0,46.0,,33.0,
Healthcare | Bengaluru +26 other locations,380.0,Siemens Healthcare,380.0,2300.0,11.0,46.0,41.0,
Pharma | Mumbai +67 other locations,702.0,Bharat Serums and Vaccines,702.0,2300.0,31.0,19.0,64.0,1.0
Healthcare | Chennai +20 other locations,596.0,Kauvery Hospital,596.0,2300.0,38.0,10.0,21.0,10.0
Power | Noida +73 other locations,633.0,Avaada Group,633.0,2300.0,65.0,77.0,41.0,7.0
IT Services & Consulting | Hyderabad +16 other locations,786.0,Hitachi Digital Services,786.0,2300.0,70.0,211.0,50.0,44.0
IT Services & Consulting | Jaipur +8 other locations,292.0,Dotsquares,292.0,2300.0,33.0,15.0,12.0,1.0
Building Material | Ahmedabad +153 other locations,606.0,Adani Cement,606.0,2300.0,60.0,,7.0,5.0
Software Product | Bengaluru +10 other locations,310.0,Sabre,310.0,2300.0,38.0,76.0,39.0,
Engineering & Construction | Mumbai +71 other locations,707.0,Patel Engineering,707.0,2300.0,47.0,,55.0,5.0
IT Services & Consulting | Noida +22 other locations,585.0,Damco Solutions,585.0,2300.0,44.0,57.0,23.0,14.0
Semiconductors | Nashik +26 other locations,726.0,TDK India Private Limited,726.0,2300.0,47.0,27.0,60.0,24.0
Auto Components | Gurugram +21 other locations,618.0,Shivam Autotech,618.0,2300.0,37.0,4.0,46.0,
IT Services & Consulting | Noida +8 other locations,310.0,SBS,310.0,2300.0,30.0,,38.0,
FMCG | Mumbai +83 other locations,589.0,Kellogg,589.0,2300.0,31.0,4.0,74.0,
Biotechnology | Hyderabad +29 other locations,607.0,Bharat Biotech International,607.0,2300.0,65.0,6.0,37.0,1.0
Pharma | Chandigarh +31 other locations,719.0,NecLife,719.0,2300.0,62.0,2.0,55.0,2.0
IT Services & Consulting | Bengaluru +9 other locations,311.0,Mindteck,311.0,2300.0,25.0,40.0,21.0,
Agro Chemicals | Haldia +47 other locations,670.0,Indorama,670.0,2300.0,43.0,10.0,40.0,2.0
Pharma | Visakhapatnam +10 other locations,682.0,Vasudha Pharma Chem,682.0,2300.0,38.0,,64.0,
Pharma | Roorkee +24 other locations,588.0,Jubilant Generics,588.0,2300.0,20.0,,70.0,
Internet | Gurugram +87 other locations,634.0,InsuranceDekho,634.0,2300.0,81.0,14.0,9.0,3.0
Hospitality | New Delhi +34 other locations,808.0,THE LEELA PALACES HOTELS & RESORTS,808.0,2300.0,41.0,,112.0,2.0
Industrial Automation | Chennai +7 other locations,309.0,Automotive Robotics (India),309.0,2300.0,37.0,12.0,16.0,7.0
Building Material | Hyderabad +91 other locations,642.0,Myk Laticrete,642.0,2300.0,28.0,27.0,32.0,1.0
Electronics Manufacturing | Noida +24 other locations,639.0,UKB Electronics Limited,639.0,2300.0,55.0,25.0,95.0,14.0
IT Services & Consulting | Noida +22 other locations,585.0,Damco Solutions,585.0,2300.0,44.0,57.0,23.0,14.0
Consumer Electronics & Appliances | Gurugram +82 other locations,685.0,Livpure,685.0,2300.0,41.0,21.0,49.0,3.0
Electrical Equipment | Gurugram +70 other locations,614.0,Hpl Electric & Power,614.0,2300.0,69.0,5.0,25.0,
Engineering & Construction | Jharsuguda +47 other locations,763.0,Vaaman Engineers,763.0,2300.0,74.0,12.0,58.0,
Pharma | Chennai +125 other locations,614.0,Netmeds.com,614.0,2300.0,49.0,,31.0,11.0
IT Services & Consulting | Chennai +17 other locations,238.0,MQSYS Technologies,238.0,2300.0,15.0,,11.0,
Building Material | New Delhi +75 other locations,686.0,Surya Roshni,686.0,2300.0,23.0,11.0,50.0,3.0
Insurance | Mumbai +41 other locations,576.0,Paramount Health Services Tpa,576.0,2300.0,35.0,22.0,38.0,
IT Services & Consulting | New Delhi +54 other locations,661.0,Corporate Infotech,661.0,2300.0,89.0,1.0,21.0,1.0
Engineering & Construction | Chennai +59 other locations,802.0,Chennai Radha Engineering Works,802.0,2300.0,39.0,12.0,90.0,
IT Services & Consulting | Bengaluru +16 other locations,237.0,Accentuate Business Solutions,237.0,2300.0,20.0,15.0,24.0,
Pharma | Hyderabad +84 other locations,652.0,Hetero Healthcare,652.0,2300.0,37.0,7.0,46.0,
Auto Components | Gurugram +26 other locations,651.0,FCC Clutch,651.0,2300.0,46.0,2.0,38.0,5.0
Automobile | Pune +23 other locations,651.0,Fiat India Automobiles,651.0,2300.0,47.0,5.0,58.0,
Emerging Technologies | Gurugram +6 other locations,296.0,Hughes Systique Corporation,296.0,2300.0,42.0,2.0,31.0,793.0
Building Material | Hyderabad +73 other locations,669.0,My Home Industries,669.0,2300.0,44.0,14.0,61.0,2.0
IT Services & Consulting | Chennai +17 other locations,238.0,MQSYS Technologies,238.0,2300.0,15.0,,11.0,
IT Services & Consulting | Mumbai +15 other locations,579.0,Genesys International Corporation,579.0,2300.0,22.0,1.0,52.0,2.0
Retail | Bengaluru +30 other locations,651.0,Alshaya Group,651.0,2300.0,50.0,1.0,84.0,9.0
Pharma | Mumbai +103 other locations,804.0,Zuventus Healthcare,804.0,2300.0,63.0,3.0,60.0,79.0
Engineering & Construction | New Delhi +151 other locations,782.0,Wapcos,782.0,2300.0,41.0,,41.0,
Auto Components | Ahmedabad +20 other locations,659.0,TDS Lithium-Ion Battery,659.0,2300.0,95.0,,31.0,
Retail | Hyderabad +252 other locations,782.0,Reliance Smart,782.0,2200.0,37.0,,25.0,14.0
Auto Components | Hosur +27 other locations,587.0,AVTEC,587.0,2200.0,26.0,16.0,56.0,1.0
Retail | Bengaluru +24 other locations,610.0,IKEA,610.0,2200.0,51.0,,56.0,1.0
IT Services & Consulting | Noida +26 other locations,366.0,Uneecops Technologies,366.0,2200.0,20.0,4.0,35.0,3.0
Software Product | Hyderabad +5 other locations,379.0,Phenom,379.0,2200.0,65.0,24.0,28.0,202.0
FinTech | Gurugram +81 other locations,540.0,Dhani Healthcare,540.0,2200.0,59.0,,55.0,
Auto Components | Chennai +18 other locations,479.0,ZF Friedrichshafen,479.0,2200.0,34.0,,11.0,
NBFC | Bengaluru +115 other locations,1000.0,Kinara Capital,1000.0,2200.0,93.0,30.0,150.0,41.0
Fashion & Textile | New Delhi +97 other locations,717.0,Biba Apparels,717.0,2200.0,51.0,,68.0,3.0
Healthcare | Hyderabad +43 other locations,748.0,Care Hospital,748.0,2200.0,36.0,73.0,65.0,11.0
Financial Services | Mumbai +139 other locations,463.0,SBI Capital Markets,463.0,2200.0,25.0,,18.0,7.0
Chemicals | Mahad +21 other locations,587.0,Laxmi Organic Industries,587.0,2200.0,48.0,13.0,49.0,3.0
Software Product | Pune +7 other locations,323.0,"Nitor Infotech, an Ascendion company",323.0,2200.0,52.0,14.0,14.0,297.0
FMCG | Mumbai +197 other locations,988.0,Jyothy Labs,988.0,2200.0,55.0,29.0,75.0,6.0
BPO | Mumbai +41 other locations,642.0,Ebixcash Global Services,642.0,2200.0,58.0,1.0,11.0,12.0
Analytics & KPO | Hyderabad +79 other locations,518.0,Karvy Data Management Services,518.0,2200.0,20.0,,126.0,1.0
IT Services & Consulting | Hyderabad +12 other locations,366.0,QUADRANT TECHNOLOGIES INDIA PRIVATE LIMITED,366.0,2200.0,60.0,91.0,12.0,4.0
NBFC | Gurugram +187 other locations,880.0,India Shelter Finance Corporation,880.0,2200.0,38.0,5.0,39.0,1.0
Real Estate | New Delhi +24 other locations,666.0,Omaxe,666.0,2200.0,41.0,9.0,54.0,
Building Material | Ahmedabad +29 other locations,594.0,Sanghi Industries,594.0,2200.0,78.0,,72.0,3.0
Real Estate | New Delhi +48 other locations,122.0,Local Company,122.0,2200.0,13.0,,7.0,
IT Services & Consulting | Bengaluru +22 other locations,517.0,Alchemy Techsol India,517.0,2200.0,91.0,,16.0,
Import & Export | Mumbai +40 other locations,474.0,Tata International,474.0,2200.0,24.0,18.0,60.0,3.0
IT Services & Consulting | Hyderabad +4 other locations,217.0,OSI Digital,217.0,2200.0,19.0,29.0,10.0,
IT Services & Consulting | Bengaluru +12 other locations,323.0,Aujas Cybersecurity-NuSummit company,323.0,2200.0,29.0,22.0,9.0,168.0
Industrial Machinery | Bengaluru +7 other locations,283.0,Dover India,283.0,2200.0,37.0,12.0,18.0,17.0
NBFC | New Delhi +190 other locations,891.0,Satya MicroCapital,891.0,2200.0,70.0,4.0,46.0,6.0
BPO | Mumbai +8 other locations,661.0,Epicenter Technologies,661.0,2200.0,43.0,4.0,76.0,
IT Services & Consulting | Bhopal +30 other locations,395.0,Netlink Software,395.0,2200.0,23.0,18.0,40.0,2.0
Financial Services | Kochi +142 other locations,643.0,Geojit Financial Services,643.0,2200.0,54.0,1.0,47.0,
Internet | Gurugram +14 other locations,455.0,ByteDance,455.0,2200.0,38.0,9.0,55.0,
Furniture & Furnishing | Mumbai +44 other locations,538.0,Hafele,538.0,2200.0,32.0,13.0,64.0,
NBFC | Mumbai +345 other locations,1100.0,Svatantra Microfin,1100.0,2200.0,49.0,10.0,80.0,18.0
Emerging Technologies | Pune +7 other locations,358.0,Coditas Technologies,358.0,2200.0,96.0,8.0,11.0,10.0
Fashion & Textile | New Delhi +61 other locations,275.0,Any Brand,275.0,2200.0,121.0,,30.0,
Clinical Research | Hyderabad +30 other locations,557.0,Vimta Labs,557.0,2200.0,43.0,10.0,58.0,1.0
IT Services & Consulting | Gurugram +53 other locations,486.0,Giesecke & Devrient,486.0,2200.0,33.0,8.0,68.0,
Oil & Gas | Mumbai +26 other locations,496.0,Mahanagar Gas,496.0,2200.0,32.0,3.0,46.0,
Industrial Automation | Bengaluru +6 other locations,292.0,Utthunga Technologies,292.0,2200.0,40.0,76.0,18.0,
Iron & Steel | Bokaro +55 other locations,765.0,Steel Authority Of India,765.0,2200.0,51.0,,59.0,3.0
Electronics Manufacturing | Gurugram +73 other locations,771.0,Eastman Auto and Power Limited,771.0,2200.0,111.0,9.0,33.0,8.0
Engineering & Construction | Chennai +68 other locations,772.0,Assystem,772.0,2200.0,51.0,134.0,3.0,
Industrial Machinery | Bengaluru +15 other locations,350.0,Trane Technologies,350.0,2200.0,29.0,,14.0,
Real Estate | Hyderabad +19 other locations,556.0,My Home Constructions,556.0,2200.0,35.0,13.0,32.0,1.0
Engineering & Construction | Mumbai +10 other locations,437.0,Aker Solutions,437.0,2200.0,37.0,,42.0,1.0
Electronics Manufacturing | New Delhi +87 other locations,620.0,Okaya Power,620.0,2200.0,42.0,28.0,49.0,
Electrical Equipment | Hyderabad +49 other locations,576.0,HBL Power Systems,576.0,2200.0,34.0,12.0,55.0,
Iron & Steel | Koppal +22 other locations,628.0,Kirloskar Ferrous Industries,628.0,2200.0,34.0,2.0,34.0,
IT Services & Consulting | Bengaluru +44 other locations,500.0,Value Point Systems,500.0,2200.0,29.0,124.0,30.0,
NBFC | Chennai +301 other locations,1600.0,Veritas Finance,1600.0,2200.0,91.0,,40.0,33.0
Electronics Manufacturing | Rewari +25 other locations,827.0,DBG Technology,827.0,2200.0,88.0,2.0,33.0,1.0
Auto Components | Baddi +43 other locations,696.0,Micro Turners,696.0,2200.0,35.0,8.0,51.0,
Law Enforcement & Security | Bengaluru +21 other locations,419.0,myGate,419.0,2200.0,33.0,8.0,22.0,4.0
Insurance | Mumbai +128 other locations,815.0,Universal Sompo General Insurance,815.0,2200.0,159.0,11.0,52.0,
Recruitment | Ahmedabad +27 other locations,429.0,IMS People,429.0,2200.0,45.0,,38.0,
FMCG | Kolkata +66 other locations,696.0,Keventer,696.0,2200.0,35.0,6.0,59.0,
Electronics Manufacturing | Hyderabad +29 other locations,582.0,Premier Energies,582.0,2200.0,51.0,19.0,30.0,
Internet | Mumbai +20 other locations,561.0,Toothsi,561.0,2200.0,67.0,,21.0,
Auto Components | Ludhiana +54 other locations,551.0,Ralson Tyres Limited,551.0,2200.0,48.0,17.0,31.0,1.0
Auto Components | Pune +14 other locations,615.0,Gestamp,615.0,2200.0,23.0,,65.0,2.0
Retail | New Delhi +158 other locations,1300.0,Big Bazaar,1300.0,2200.0,47.0,,191.0,1.0
Automobile | Hyderabad +42 other locations,637.0,Varun Motors,637.0,2200.0,25.0,1.0,55.0,4.0
Building Material | Mumbai +25 other locations,636.0,Maharashtra Seamless,636.0,2200.0,63.0,6.0,43.0,1.0
Internet | Bengaluru +26 other locations,549.0,Zolo,549.0,2200.0,60.0,7.0,36.0,5.0
Software Product | Bengaluru +10 other locations,177.0,Informatica,177.0,2200.0,31.0,,4.0,7.0
Electronics Manufacturing | Noida +12 other locations,486.0,Samsung Display,486.0,2200.0,51.0,,44.0,2.0
IT Services & Consulting | Chennai +12 other locations,698.0,Kaar Tech,698.0,2200.0,235.0,10.0,12.0,7.0
Ports & Shipping | Chennai +10 other locations,424.0,CMA CGM Global Business Services,424.0,2200.0,32.0,,3.0,
IT Services & Consulting | Bhubaneswar +22 other locations,624.0,CSM Technologies,624.0,2200.0,35.0,15.0,23.0,20.0
Pharma | Mumbai +108 other locations,837.0,Zydus Healthcare,837.0,2200.0,71.0,,10.0,3.0
IT Services & Consulting | Ahmedabad +14 other locations,347.0,Cygnet Infotech,347.0,2200.0,19.0,1.0,36.0,8.0
NBFC | Mumbai +80 other locations,504.0,Protium Finance,504.0,2200.0,38.0,5.0,4.0,
IT Services & Consulting | Bengaluru +4 other locations,236.0,Neudesic Technologies,236.0,2200.0,40.0,6.0,10.0,
Education & Training | Hyderabad +8 other locations,548.0,GUS Education India,548.0,2200.0,51.0,9.0,17.0,237.0
Electronics Manufacturing | Noida +12 other locations,486.0,Samsung Display,486.0,2200.0,51.0,,44.0,2.0
Healthcare | Hyderabad +41 other locations,813.0,Vijaya Diagnostic Centre,813.0,2200.0,48.0,19.0,140.0,2.0
